travelCode,userCode,from,place,flightType,Fprice,agency,name,days,price,total,FHtotal
127381,1257,Florianopolis (SC),Sao Paulo (SP),economic,426.91,CloudFy,Hotel AF,2,139.1,278.2,705.11
127382,1257,Florianopolis (SC),Campo Grande (MS),firstClass,857.32,Rainbow,Hotel BW,1,60.39,60.39,917.71
127388,1257,Florianopolis (SC),Rio de Janeiro (RJ),economic,313.62,CloudFy,Hotel CB,3,165.99,497.97,811.59
127391,1257,Florianopolis (SC),Rio de Janeiro (RJ),premium,469.92,CloudFy,Hotel CB,4,165.99,663.96,1133.88
127397,1257,Florianopolis (SC),Salvador (BH),economic,915.02,Rainbow,Hotel K,4,263.41,1053.64,1968.66
127401,1257,Florianopolis (SC),Sao Paulo (SP),firstClass,738.8,Rainbow,Hotel AF,4,139.1,556.4,1295.2
127402,1257,Florianopolis (SC),Campo Grande (MS),economic,544.86,Rainbow,Hotel BW,3,60.39,181.17,726.03
127403,1257,Florianopolis (SC),Salvador (BH),firstClass,1640.8,CloudFy,Hotel K,1,263.41,263.41,1904.21
127409,1257,Florianopolis (SC),Salvador (BH),firstClass,1640.8,CloudFy,Hotel K,3,263.41,790.23,2431.03
127410,1257,Florianopolis (SC),Aracaju (SE),firstClass,1582.1,Rainbow,Hotel Z,2,208.04,416.08,1998.18
127411,1257,Florianopolis (SC),Natal (RN),economic,780.68,Rainbow,Hotel BD,2,242.88,485.76,1266.44
127416,1257,Florianopolis (SC),Recife (PE),firstClass,1175.62,Rainbow,Hotel AU,3,312.83,938.49,2114.11
127422,1257,Florianopolis (SC),Sao Paulo (SP),firstClass,762.89,FlyingDrops,Hotel AF,3,139.1,417.3,1180.19
127426,1257,Florianopolis (SC),Rio de Janeiro (RJ),firstClass,624.89,FlyingDrops,Hotel CB,2,165.99,331.98,956.87
127431,1257,Florianopolis (SC),Aracaju (SE),firstClass,1574.28,FlyingDrops,Hotel Z,4,208.04,832.16,2406.44
127433,1257,Florianopolis (SC),Sao Paulo (SP),premium,554.87,CloudFy,Hotel AF,2,139.1,278.2,833.07
127439,1257,Florianopolis (SC),Natal (RN),premium,1128.51,CloudFy,Hotel BD,4,242.88,971.52,2100.03
127445,1257,Florianopolis (SC),Sao Paulo (SP),premium,554.87,CloudFy,Hotel AF,4,139.1,556.4,1111.27
127447,1257,Florianopolis (SC),Rio de Janeiro (RJ),firstClass,624.89,FlyingDrops,Hotel CB,4,165.99,663.96,1288.85
127448,1257,Florianopolis (SC),Campo Grande (MS),economic,544.86,Rainbow,Hotel BW,3,60.39,181.17,726.03
127459,1257,Florianopolis (SC),Salvador (BH),firstClass,1692.64,FlyingDrops,Hotel K,4,263.41,1053.64,2746.28
127466,1257,Florianopolis (SC),Rio de Janeiro (RJ),firstClass,624.89,FlyingDrops,Hotel CB,3,165.99,497.97,1122.86
127468,1257,Florianopolis (SC),Salvador (BH),premium,1367.88,Rainbow,Hotel K,3,263.41,790.23,2158.11
127476,1257,Florianopolis (SC),Salvador (BH),economic,915.02,Rainbow,Hotel K,4,263.41,1053.64,1968.66
127477,1257,Florianopolis (SC),Rio de Janeiro (RJ),premium,469.92,CloudFy,Hotel CB,1,165.99,165.99,635.91
127484,1257,Florianopolis (SC),Brasilia (DF),firstClass,1127.36,CloudFy,Hotel BP,2,247.62,495.24,1622.6
127485,1257,Florianopolis (SC),Aracaju (SE),premium,1248.7,Rainbow,Hotel Z,4,208.04,832.16,2080.86
127487,1257,Florianopolis (SC),Rio de Janeiro (RJ),firstClass,624.89,FlyingDrops,Hotel CB,2,165.99,331.98,956.87
127494,1258,Florianopolis (SC),Sao Paulo (SP),premium,554.87,CloudFy,Hotel AF,1,139.1,139.1,693.97
127496,1258,Florianopolis (SC),Natal (RN),premium,1114.55,Rainbow,Hotel BD,4,242.88,971.52,2086.07
127503,1258,Florianopolis (SC),Rio de Janeiro (RJ),economic,313.62,CloudFy,Hotel CB,2,165.99,331.98,645.6
127504,1258,Florianopolis (SC),Brasilia (DF),economic,555.01,Rainbow,Hotel BP,4,247.62,990.48,1545.49
127510,1258,Florianopolis (SC),Sao Paulo (SP),economic,426.91,CloudFy,Hotel AF,4,139.1,556.4,983.31
127511,1258,Florianopolis (SC),Recife (PE),firstClass,1175.62,Rainbow,Hotel AU,4,312.83,1251.32,2426.94
127512,1258,Florianopolis (SC),Rio de Janeiro (RJ),economic,317.08,Rainbow,Hotel CB,4,165.99,663.96,981.04
127515,1258,Florianopolis (SC),Salvador (BH),premium,1311.38,CloudFy,Hotel K,2,263.41,526.82,1838.2
127517,1258,Florianopolis (SC),Aracaju (SE),economic,879.1,CloudFy,Hotel Z,1,208.04,208.04,1087.14
127519,1258,Florianopolis (SC),Campo Grande (MS),economic,478.02,CloudFy,Hotel BW,2,60.39,120.78,598.8
127520,1258,Florianopolis (SC),Campo Grande (MS),firstClass,930.34,FlyingDrops,Hotel BW,4,60.39,241.56,1171.9
127521,1258,Florianopolis (SC),Salvador (BH),economic,898.67,CloudFy,Hotel K,3,263.41,790.23,1688.9
127522,1258,Florianopolis (SC),Natal (RN),firstClass,1315.27,CloudFy,Hotel BD,1,242.88,242.88,1558.15
127527,1258,Florianopolis (SC),Sao Paulo (SP),firstClass,693.51,CloudFy,Hotel AF,4,139.1,556.4,1249.91
127535,1258,Florianopolis (SC),Salvador (BH),firstClass,1630.75,Rainbow,Hotel K,1,263.41,263.41,1894.16
127536,1258,Florianopolis (SC),Natal (RN),firstClass,1385.49,Rainbow,Hotel BD,4,242.88,971.52,2357.01
127537,1258,Florianopolis (SC),Recife (PE),firstClass,1292.29,FlyingDrops,Hotel AU,2,312.83,625.66,1917.95
127540,1258,Florianopolis (SC),Campo Grande (MS),premium,714.86,Rainbow,Hotel BW,4,60.39,241.56,956.42
127542,1258,Florianopolis (SC),Brasilia (DF),firstClass,1087.18,Rainbow,Hotel BP,2,247.62,495.24,1582.42
127548,1258,Florianopolis (SC),Brasilia (DF),economic,555.01,Rainbow,Hotel BP,1,247.62,247.62,802.63
127551,1258,Florianopolis (SC),Brasilia (DF),economic,636.51,CloudFy,Hotel BP,1,247.62,247.62,884.13
127553,1258,Florianopolis (SC),Rio de Janeiro (RJ),premium,469.92,CloudFy,Hotel CB,1,165.99,165.99,635.91
127554,1258,Florianopolis (SC),Aracaju (SE),firstClass,1574.28,FlyingDrops,Hotel Z,1,208.04,208.04,1782.32
127555,1258,Florianopolis (SC),Brasilia (DF),premium,814.55,Rainbow,Hotel BP,2,247.62,495.24,1309.79
127562,1258,Florianopolis (SC),Rio de Janeiro (RJ),firstClass,585.77,CloudFy,Hotel CB,4,165.99,663.96,1249.73
127566,1258,Florianopolis (SC),Rio de Janeiro (RJ),economic,313.62,CloudFy,Hotel CB,2,165.99,331.98,645.6
127567,1258,Florianopolis (SC),Salvador (BH),premium,1367.88,Rainbow,Hotel K,3,263.41,790.23,2158.11
127568,1259,Florianopolis (SC),Natal (RN),firstClass,1385.49,Rainbow,Hotel BD,3,242.88,728.64,2114.13
127571,1259,Florianopolis (SC),Recife (PE),premium,918.66,CloudFy,Hotel AU,4,312.83,1251.32,2169.98
127572,1259,Florianopolis (SC),Sao Paulo (SP),firstClass,693.51,CloudFy,Hotel AF,4,139.1,556.4,1249.91
127574,1259,Florianopolis (SC),Natal (RN),firstClass,1315.27,CloudFy,Hotel BD,4,242.88,971.52,2286.79
127576,1259,Florianopolis (SC),Sao Paulo (SP),firstClass,693.51,CloudFy,Hotel AF,1,139.1,139.1,832.61
127578,1259,Florianopolis (SC),Brasilia (DF),firstClass,1087.18,Rainbow,Hotel BP,3,247.62,742.86,1830.04
127579,1259,Florianopolis (SC),Recife (PE),firstClass,1292.29,FlyingDrops,Hotel AU,3,312.83,938.49,2230.78
127580,1259,Florianopolis (SC),Brasilia (DF),premium,814.55,Rainbow,Hotel BP,4,247.62,990.48,1805.03
127584,1259,Florianopolis (SC),Campo Grande (MS),firstClass,949.58,CloudFy,Hotel BW,2,60.39,120.78,1070.36
127586,1259,Florianopolis (SC),Sao Paulo (SP),firstClass,693.51,CloudFy,Hotel AF,4,139.1,556.4,1249.91
127589,1259,Florianopolis (SC),Recife (PE),premium,918.66,CloudFy,Hotel AU,2,312.83,625.66,1544.32
127593,1259,Florianopolis (SC),Recife (PE),premium,1013.4,Rainbow,Hotel AU,3,312.83,938.49,1951.89
127596,1259,Florianopolis (SC),Campo Grande (MS),economic,478.02,CloudFy,Hotel BW,3,60.39,181.17,659.19
127597,1259,Florianopolis (SC),Campo Grande (MS),firstClass,930.34,FlyingDrops,Hotel BW,1,60.39,60.39,990.73
127598,1259,Florianopolis (SC),Salvador (BH),premium,1367.88,Rainbow,Hotel K,4,263.41,1053.64,2421.52
127602,1259,Florianopolis (SC),Rio de Janeiro (RJ),firstClass,549.55,Rainbow,Hotel CB,3,165.99,497.97,1047.52
127603,1259,Florianopolis (SC),Brasilia (DF),firstClass,1087.18,Rainbow,Hotel BP,3,247.62,742.86,1830.04
127605,1259,Florianopolis (SC),Campo Grande (MS),economic,478.02,CloudFy,Hotel BW,2,60.39,120.78,598.8
127607,1259,Florianopolis (SC),Rio de Janeiro (RJ),economic,317.08,Rainbow,Hotel CB,4,165.99,663.96,981.04
127612,1259,Florianopolis (SC),Recife (PE),firstClass,1175.62,Rainbow,Hotel AU,4,312.83,1251.32,2426.94
127613,1259,Florianopolis (SC),Recife (PE),firstClass,1292.29,FlyingDrops,Hotel AU,3,312.83,938.49,2230.78
127614,1259,Florianopolis (SC),Aracaju (SE),economic,819.41,Rainbow,Hotel Z,2,208.04,416.08,1235.49
127620,1259,Florianopolis (SC),Sao Paulo (SP),firstClass,762.89,FlyingDrops,Hotel AF,3,139.1,417.3,1180.19
127621,1259,Florianopolis (SC),Brasilia (DF),economic,636.51,CloudFy,Hotel BP,4,247.62,990.48,1626.99
127624,1259,Florianopolis (SC),Sao Paulo (SP),firstClass,693.51,CloudFy,Hotel AF,3,139.1,417.3,1110.81
127627,1259,Florianopolis (SC),Rio de Janeiro (RJ),firstClass,624.89,FlyingDrops,Hotel CB,4,165.99,663.96,1288.85
127630,1259,Florianopolis (SC),Recife (PE),economic,695.3,Rainbow,Hotel AU,1,312.83,312.83,1008.13
127633,1259,Florianopolis (SC),Campo Grande (MS),economic,478.02,CloudFy,Hotel BW,3,60.39,181.17,659.19
127635,1259,Florianopolis (SC),Recife (PE),premium,1013.4,Rainbow,Hotel AU,3,312.83,938.49,1951.89
127640,1259,Florianopolis (SC),Sao Paulo (SP),firstClass,693.51,CloudFy,Hotel AF,1,139.1,139.1,832.61
127643,1259,Florianopolis (SC),Salvador (BH),economic,915.02,Rainbow,Hotel K,4,263.41,1053.64,1968.66
127647,1259,Florianopolis (SC),Natal (RN),premium,1114.55,Rainbow,Hotel BD,2,242.88,485.76,1600.31
127648,1259,Florianopolis (SC),Aracaju (SE),firstClass,1468.03,CloudFy,Hotel Z,3,208.04,624.12,2092.15
127652,1259,Florianopolis (SC),Rio de Janeiro (RJ),firstClass,624.89,FlyingDrops,Hotel CB,2,165.99,331.98,956.87
127653,1259,Florianopolis (SC),Aracaju (SE),economic,819.41,Rainbow,Hotel Z,4,208.04,832.16,1651.57
127657,1259,Florianopolis (SC),Salvador (BH),premium,1311.38,CloudFy,Hotel K,1,263.41,263.41,1574.79
127658,1259,Florianopolis (SC),Salvador (BH),firstClass,1640.8,CloudFy,Hotel K,1,263.41,263.41,1904.21
127659,1259,Florianopolis (SC),Salvador (BH),premium,1367.88,Rainbow,Hotel K,3,263.41,790.23,2158.11
127669,1259,Florianopolis (SC),Sao Paulo (SP),premium,554.87,CloudFy,Hotel AF,4,139.1,556.4,1111.27
127673,1259,Florianopolis (SC),Campo Grande (MS),economic,544.86,Rainbow,Hotel BW,4,60.39,241.56,786.42
127676,1259,Florianopolis (SC),Salvador (BH),premium,1367.88,Rainbow,Hotel K,2,263.41,526.82,1894.7
127683,1259,Florianopolis (SC),Salvador (BH),premium,1311.38,CloudFy,Hotel K,1,263.41,263.41,1574.79
127685,1259,Florianopolis (SC),Sao Paulo (SP),premium,554.87,CloudFy,Hotel AF,1,139.1,139.1,693.97
127689,1259,Florianopolis (SC),Sao Paulo (SP),premium,577.76,Rainbow,Hotel AF,2,139.1,278.2,855.96
127691,1259,Florianopolis (SC),Aracaju (SE),firstClass,1574.28,FlyingDrops,Hotel Z,1,208.04,208.04,1782.32
127693,1259,Florianopolis (SC),Rio de Janeiro (RJ),economic,317.08,Rainbow,Hotel CB,2,165.99,331.98,649.06
127697,1259,Florianopolis (SC),Natal (RN),premium,1128.51,CloudFy,Hotel BD,3,242.88,728.64,1857.15
127701,1259,Florianopolis (SC),Aracaju (SE),premium,1248.7,Rainbow,Hotel Z,2,208.04,416.08,1664.78
127703,1259,Florianopolis (SC),Salvador (BH),premium,1311.38,CloudFy,Hotel K,1,263.41,263.41,1574.79
127704,1259,Florianopolis (SC),Natal (RN),firstClass,1315.27,CloudFy,Hotel BD,1,242.88,242.88,1558.15
127707,1260,Florianopolis (SC),Aracaju (SE),firstClass,1574.28,FlyingDrops,Hotel Z,3,208.04,624.12,2198.4
127709,1260,Florianopolis (SC),Salvador (BH),firstClass,1640.8,CloudFy,Hotel K,2,263.41,526.82,2167.62
127710,1260,Florianopolis (SC),Recife (PE),economic,674.52,CloudFy,Hotel AU,1,312.83,312.83,987.35
127711,1260,Florianopolis (SC),Rio de Janeiro (RJ),firstClass,585.77,CloudFy,Hotel CB,2,165.99,331.98,917.75
127720,1260,Florianopolis (SC),Sao Paulo (SP),economic,426.91,CloudFy,Hotel AF,2,139.1,278.2,705.11
127737,1260,Florianopolis (SC),Salvador (BH),firstClass,1692.64,FlyingDrops,Hotel K,1,263.41,263.41,1956.05
127742,1260,Florianopolis (SC),Sao Paulo (SP),firstClass,738.8,Rainbow,Hotel AF,4,139.1,556.4,1295.2
127749,1260,Florianopolis (SC),Recife (PE),firstClass,1175.62,Rainbow,Hotel AU,3,312.83,938.49,2114.11
127750,1260,Florianopolis (SC),Natal (RN),firstClass,1315.27,CloudFy,Hotel BD,2,242.88,485.76,1801.03
127751,1260,Florianopolis (SC),Campo Grande (MS),firstClass,857.32,Rainbow,Hotel BW,2,60.39,120.78,978.1
127754,1260,Florianopolis (SC),Campo Grande (MS),economic,478.02,CloudFy,Hotel BW,2,60.39,120.78,598.8
127756,1260,Florianopolis (SC),Rio de Janeiro (RJ),premium,469.92,CloudFy,Hotel CB,2,165.99,331.98,801.9
127757,1260,Florianopolis (SC),Natal (RN),economic,780.68,Rainbow,Hotel BD,1,242.88,242.88,1023.56
127760,1260,Florianopolis (SC),Recife (PE),firstClass,1175.62,Rainbow,Hotel AU,2,312.83,625.66,1801.28
127761,1260,Florianopolis (SC),Sao Paulo (SP),economic,427,Rainbow,Hotel AF,4,139.1,556.4,983.4
127763,1260,Florianopolis (SC),Sao Paulo (SP),economic,426.91,CloudFy,Hotel AF,4,139.1,556.4,983.31
127768,1260,Florianopolis (SC),Aracaju (SE),premium,1149.53,CloudFy,Hotel Z,4,208.04,832.16,1981.69
127770,1260,Florianopolis (SC),Sao Paulo (SP),firstClass,693.51,CloudFy,Hotel AF,3,139.1,417.3,1110.81
127773,1260,Florianopolis (SC),Recife (PE),firstClass,1300.6,CloudFy,Hotel AU,2,312.83,625.66,1926.26
127774,1260,Florianopolis (SC),Recife (PE),economic,674.52,CloudFy,Hotel AU,1,312.83,312.83,987.35
127780,1260,Florianopolis (SC),Rio de Janeiro (RJ),firstClass,549.55,Rainbow,Hotel CB,4,165.99,663.96,1213.51
127788,1260,Florianopolis (SC),Brasilia (DF),firstClass,1097.17,FlyingDrops,Hotel BP,2,247.62,495.24,1592.41
127790,1260,Florianopolis (SC),Campo Grande (MS),economic,544.86,Rainbow,Hotel BW,4,60.39,241.56,786.42
127794,1260,Florianopolis (SC),Aracaju (SE),firstClass,1574.28,FlyingDrops,Hotel Z,1,208.04,208.04,1782.32
127795,1260,Florianopolis (SC),Recife (PE),firstClass,1292.29,FlyingDrops,Hotel AU,1,312.83,312.83,1605.12
127798,1260,Florianopolis (SC),Brasilia (DF),premium,885.37,CloudFy,Hotel BP,4,247.62,990.48,1875.85
127800,1260,Florianopolis (SC),Recife (PE),firstClass,1292.29,FlyingDrops,Hotel AU,4,312.83,1251.32,2543.61
127801,1260,Florianopolis (SC),Campo Grande (MS),premium,697.65,CloudFy,Hotel BW,2,60.39,120.78,818.43
127803,1260,Florianopolis (SC),Sao Paulo (SP),premium,577.76,Rainbow,Hotel AF,2,139.1,278.2,855.96
127811,1260,Florianopolis (SC),Recife (PE),premium,918.66,CloudFy,Hotel AU,1,312.83,312.83,1231.49
127815,1260,Florianopolis (SC),Brasilia (DF),economic,555.01,Rainbow,Hotel BP,3,247.62,742.86,1297.87
127819,1260,Florianopolis (SC),Campo Grande (MS),firstClass,930.34,FlyingDrops,Hotel BW,4,60.39,241.56,1171.9
127822,1260,Florianopolis (SC),Recife (PE),premium,918.66,CloudFy,Hotel AU,1,312.83,312.83,1231.49
127824,1260,Florianopolis (SC),Campo Grande (MS),firstClass,949.58,CloudFy,Hotel BW,3,60.39,181.17,1130.75
127829,1260,Florianopolis (SC),Rio de Janeiro (RJ),premium,481.42,Rainbow,Hotel CB,2,165.99,331.98,813.4
127834,1260,Florianopolis (SC),Rio de Janeiro (RJ),premium,469.92,CloudFy,Hotel CB,2,165.99,331.98,801.9
127836,1260,Florianopolis (SC),Aracaju (SE),economic,819.41,Rainbow,Hotel Z,3,208.04,624.12,1443.53
127838,1260,Florianopolis (SC),Aracaju (SE),firstClass,1468.03,CloudFy,Hotel Z,1,208.04,208.04,1676.07
127839,1260,Florianopolis (SC),Campo Grande (MS),firstClass,857.32,Rainbow,Hotel BW,1,60.39,60.39,917.71
127845,1260,Florianopolis (SC),Natal (RN),premium,1114.55,Rainbow,Hotel BD,1,242.88,242.88,1357.43
127846,1260,Florianopolis (SC),Recife (PE),firstClass,1292.29,FlyingDrops,Hotel AU,1,312.83,312.83,1605.12
127853,1260,Florianopolis (SC),Rio de Janeiro (RJ),premium,481.42,Rainbow,Hotel CB,1,165.99,165.99,647.41
127856,1260,Florianopolis (SC),Brasilia (DF),economic,636.51,CloudFy,Hotel BP,1,247.62,247.62,884.13
127861,1260,Florianopolis (SC),Rio de Janeiro (RJ),economic,313.62,CloudFy,Hotel CB,1,165.99,165.99,479.61
127863,1260,Florianopolis (SC),Salvador (BH),premium,1367.88,Rainbow,Hotel K,1,263.41,263.41,1631.29
127868,1260,Florianopolis (SC),Aracaju (SE),firstClass,1582.1,Rainbow,Hotel Z,1,208.04,208.04,1790.14
127870,1260,Florianopolis (SC),Natal (RN),firstClass,1385.49,Rainbow,Hotel BD,1,242.88,242.88,1628.37
127876,1260,Florianopolis (SC),Campo Grande (MS),premium,697.65,CloudFy,Hotel BW,1,60.39,60.39,758.04
127880,1260,Florianopolis (SC),Recife (PE),firstClass,1292.29,FlyingDrops,Hotel AU,3,312.83,938.49,2230.78
127888,1260,Florianopolis (SC),Sao Paulo (SP),firstClass,738.8,Rainbow,Hotel AF,4,139.1,556.4,1295.2
127890,1260,Florianopolis (SC),Brasilia (DF),economic,555.01,Rainbow,Hotel BP,1,247.62,247.62,802.63
127892,1260,Florianopolis (SC),Aracaju (SE),economic,819.41,Rainbow,Hotel Z,1,208.04,208.04,1027.45
127893,1260,Florianopolis (SC),Salvador (BH),firstClass,1630.75,Rainbow,Hotel K,4,263.41,1053.64,2684.39
127894,1260,Florianopolis (SC),Brasilia (DF),firstClass,1087.18,Rainbow,Hotel BP,2,247.62,495.24,1582.42
127895,1260,Florianopolis (SC),Salvador (BH),premium,1367.88,Rainbow,Hotel K,1,263.41,263.41,1631.29
127896,1260,Florianopolis (SC),Natal (RN),firstClass,1315.27,CloudFy,Hotel BD,4,242.88,971.52,2286.79
127900,1261,Florianopolis (SC),Salvador (BH),firstClass,1692.64,FlyingDrops,Hotel K,2,263.41,526.82,2219.46
127902,1261,Florianopolis (SC),Sao Paulo (SP),economic,427,Rainbow,Hotel AF,2,139.1,278.2,705.2
127910,1261,Florianopolis (SC),Salvador (BH),premium,1367.88,Rainbow,Hotel K,4,263.41,1053.64,2421.52
127911,1261,Florianopolis (SC),Natal (RN),economic,780.68,Rainbow,Hotel BD,2,242.88,485.76,1266.44
127920,1261,Florianopolis (SC),Sao Paulo (SP),premium,554.87,CloudFy,Hotel AF,1,139.1,139.1,693.97
127927,1261,Florianopolis (SC),Rio de Janeiro (RJ),firstClass,549.55,Rainbow,Hotel CB,3,165.99,497.97,1047.52
127929,1261,Florianopolis (SC),Brasilia (DF),firstClass,1087.18,Rainbow,Hotel BP,1,247.62,247.62,1334.8
127930,1261,Florianopolis (SC),Campo Grande (MS),economic,478.02,CloudFy,Hotel BW,1,60.39,60.39,538.41
127931,1261,Florianopolis (SC),Campo Grande (MS),firstClass,949.58,CloudFy,Hotel BW,1,60.39,60.39,1009.97
127933,1261,Florianopolis (SC),Sao Paulo (SP),premium,554.87,CloudFy,Hotel AF,4,139.1,556.4,1111.27
127935,1261,Florianopolis (SC),Natal (RN),firstClass,1348.79,FlyingDrops,Hotel BD,2,242.88,485.76,1834.55
127942,1261,Florianopolis (SC),Salvador (BH),firstClass,1692.64,FlyingDrops,Hotel K,2,263.41,526.82,2219.46
127943,1261,Florianopolis (SC),Brasilia (DF),firstClass,1127.36,CloudFy,Hotel BP,2,247.62,495.24,1622.6
127944,1261,Florianopolis (SC),Campo Grande (MS),premium,714.86,Rainbow,Hotel BW,4,60.39,241.56,956.42
127945,1261,Florianopolis (SC),Natal (RN),firstClass,1348.79,FlyingDrops,Hotel BD,1,242.88,242.88,1591.67
127946,1261,Florianopolis (SC),Recife (PE),economic,674.52,CloudFy,Hotel AU,1,312.83,312.83,987.35
127954,1261,Florianopolis (SC),Salvador (BH),firstClass,1640.8,CloudFy,Hotel K,1,263.41,263.41,1904.21
127961,1261,Florianopolis (SC),Recife (PE),firstClass,1300.6,CloudFy,Hotel AU,4,312.83,1251.32,2551.92
127968,1261,Florianopolis (SC),Salvador (BH),firstClass,1692.64,FlyingDrops,Hotel K,1,263.41,263.41,1956.05
127972,1261,Florianopolis (SC),Natal (RN),firstClass,1385.49,Rainbow,Hotel BD,1,242.88,242.88,1628.37
127974,1261,Florianopolis (SC),Brasilia (DF),economic,555.01,Rainbow,Hotel BP,2,247.62,495.24,1050.25
127975,1261,Florianopolis (SC),Rio de Janeiro (RJ),premium,481.42,Rainbow,Hotel CB,1,165.99,165.99,647.41
127983,1261,Florianopolis (SC),Natal (RN),premium,1114.55,Rainbow,Hotel BD,2,242.88,485.76,1600.31
127984,1261,Florianopolis (SC),Recife (PE),premium,1013.4,Rainbow,Hotel AU,1,312.83,312.83,1326.23
127985,1261,Florianopolis (SC),Campo Grande (MS),firstClass,857.32,Rainbow,Hotel BW,1,60.39,60.39,917.71
127987,1261,Florianopolis (SC),Campo Grande (MS),firstClass,857.32,Rainbow,Hotel BW,1,60.39,60.39,917.71
127992,1261,Florianopolis (SC),Campo Grande (MS),firstClass,949.58,CloudFy,Hotel BW,3,60.39,181.17,1130.75
127993,1261,Florianopolis (SC),Salvador (BH),economic,915.02,Rainbow,Hotel K,3,263.41,790.23,1705.25
127995,1261,Florianopolis (SC),Natal (RN),firstClass,1348.79,FlyingDrops,Hotel BD,4,242.88,971.52,2320.31
128000,1261,Florianopolis (SC),Campo Grande (MS),firstClass,949.58,CloudFy,Hotel BW,3,60.39,181.17,1130.75
128001,1261,Florianopolis (SC),Natal (RN),economic,780.68,Rainbow,Hotel BD,2,242.88,485.76,1266.44
128003,1261,Florianopolis (SC),Brasilia (DF),premium,885.37,CloudFy,Hotel BP,2,247.62,495.24,1380.61
128004,1261,Florianopolis (SC),Salvador (BH),firstClass,1630.75,Rainbow,Hotel K,1,263.41,263.41,1894.16
128008,1261,Florianopolis (SC),Recife (PE),premium,918.66,CloudFy,Hotel AU,1,312.83,312.83,1231.49
128010,1261,Florianopolis (SC),Campo Grande (MS),firstClass,930.34,FlyingDrops,Hotel BW,4,60.39,241.56,1171.9
128012,1261,Florianopolis (SC),Rio de Janeiro (RJ),firstClass,585.77,CloudFy,Hotel CB,4,165.99,663.96,1249.73
128015,1261,Florianopolis (SC),Brasilia (DF),premium,885.37,CloudFy,Hotel BP,1,247.62,247.62,1132.99
128017,1261,Florianopolis (SC),Campo Grande (MS),economic,478.02,CloudFy,Hotel BW,3,60.39,181.17,659.19
128021,1261,Florianopolis (SC),Aracaju (SE),firstClass,1582.1,Rainbow,Hotel Z,2,208.04,416.08,1998.18
128024,1261,Florianopolis (SC),Rio de Janeiro (RJ),economic,313.62,CloudFy,Hotel CB,1,165.99,165.99,479.61
128026,1261,Florianopolis (SC),Campo Grande (MS),economic,544.86,Rainbow,Hotel BW,2,60.39,120.78,665.64
128032,1261,Florianopolis (SC),Aracaju (SE),firstClass,1582.1,Rainbow,Hotel Z,3,208.04,624.12,2206.22
128041,1262,Florianopolis (SC),Brasilia (DF),premium,814.55,Rainbow,Hotel BP,1,247.62,247.62,1062.17
128043,1262,Florianopolis (SC),Aracaju (SE),firstClass,1574.28,FlyingDrops,Hotel Z,4,208.04,832.16,2406.44
128044,1262,Florianopolis (SC),Natal (RN),premium,1114.55,Rainbow,Hotel BD,3,242.88,728.64,1843.19
128050,1262,Florianopolis (SC),Salvador (BH),economic,915.02,Rainbow,Hotel K,2,263.41,526.82,1441.84
128057,1262,Florianopolis (SC),Aracaju (SE),premium,1149.53,CloudFy,Hotel Z,1,208.04,208.04,1357.57
128060,1262,Florianopolis (SC),Natal (RN),economic,726.95,CloudFy,Hotel BD,1,242.88,242.88,969.83
128061,1262,Florianopolis (SC),Natal (RN),firstClass,1315.27,CloudFy,Hotel BD,3,242.88,728.64,2043.91
128072,1262,Florianopolis (SC),Sao Paulo (SP),economic,426.91,CloudFy,Hotel AF,3,139.1,417.3,844.21
128073,1262,Florianopolis (SC),Natal (RN),economic,726.95,CloudFy,Hotel BD,2,242.88,485.76,1212.71
128075,1262,Florianopolis (SC),Rio de Janeiro (RJ),firstClass,585.77,CloudFy,Hotel CB,1,165.99,165.99,751.76
128079,1262,Florianopolis (SC),Campo Grande (MS),economic,544.86,Rainbow,Hotel BW,2,60.39,120.78,665.64
128081,1262,Florianopolis (SC),Rio de Janeiro (RJ),firstClass,585.77,CloudFy,Hotel CB,3,165.99,497.97,1083.74
128084,1262,Florianopolis (SC),Brasilia (DF),economic,636.51,CloudFy,Hotel BP,3,247.62,742.86,1379.37
128085,1262,Florianopolis (SC),Rio de Janeiro (RJ),economic,317.08,Rainbow,Hotel CB,1,165.99,165.99,483.07
128092,1262,Florianopolis (SC),Aracaju (SE),economic,819.41,Rainbow,Hotel Z,1,208.04,208.04,1027.45
128098,1262,Florianopolis (SC),Salvador (BH),economic,915.02,Rainbow,Hotel K,3,263.41,790.23,1705.25
128100,1262,Florianopolis (SC),Salvador (BH),economic,915.02,Rainbow,Hotel K,2,263.41,526.82,1441.84
128102,1262,Florianopolis (SC),Natal (RN),premium,1128.51,CloudFy,Hotel BD,1,242.88,242.88,1371.39
128103,1262,Florianopolis (SC),Natal (RN),firstClass,1385.49,Rainbow,Hotel BD,3,242.88,728.64,2114.13
128112,1262,Florianopolis (SC),Sao Paulo (SP),firstClass,738.8,Rainbow,Hotel AF,4,139.1,556.4,1295.2
128114,1262,Florianopolis (SC),Recife (PE),premium,1013.4,Rainbow,Hotel AU,4,312.83,1251.32,2264.72
128124,1263,Florianopolis (SC),Aracaju (SE),economic,879.1,CloudFy,Hotel Z,4,208.04,832.16,1711.26
128133,1263,Florianopolis (SC),Recife (PE),economic,674.52,CloudFy,Hotel AU,1,312.83,312.83,987.35
