travelCode,userCode,name,place,days,price,total
97783,967,Hotel BW,Campo Grande (MS),4,60.39,241.56
97787,967,Hotel BP,Brasilia (DF),4,247.62,990.48
97795,967,Hotel BD,Natal (RN),1,242.88,242.88
97796,967,Hotel AF,Sao Paulo (SP),3,139.1,417.3
97797,967,Hotel BP,Brasilia (DF),1,247.62,247.62
97798,967,Hotel AU,Recife (PE),1,312.83,312.83
97806,968,Hotel BW,Campo Grande (MS),1,60.39,60.39
97815,968,Hotel AF,Sao Paulo (SP),2,139.1,278.2
97816,968,Hotel BP,Brasilia (DF),3,247.62,742.86
97823,968,Hotel K,Salvador (BH),1,263.41,263.41
97825,968,Hotel AU,Recife (PE),1,312.83,312.83
97827,968,Hotel BD,Natal (RN),2,242.88,485.76
97833,968,Hotel AU,Recife (PE),1,312.83,312.83
97836,968,Hotel BP,Brasilia (DF),3,247.62,742.86
97837,968,Hotel BD,Natal (RN),1,242.88,242.88
97839,968,Hotel AF,Sao Paulo (SP),4,139.1,556.4
97841,968,Hotel BD,Natal (RN),4,242.88,971.52
97842,968,Hotel BD,Natal (RN),3,242.88,728.64
97845,968,Hotel AU,Recife (PE),4,312.83,1251.32
97846,968,Hotel AU,Recife (PE),2,312.83,625.66
97847,968,Hotel BD,Natal (RN),4,242.88,971.52
97849,968,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96
97853,968,Hotel BP,Brasilia (DF),4,247.62,990.48
97856,968,Hotel Z,Aracaju (SE),4,208.04,832.16
97859,968,Hotel BP,Brasilia (DF),3,247.62,742.86
97864,968,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97
97866,968,Hotel BD,Natal (RN),4,242.88,971.52
97868,968,Hotel BW,Campo Grande (MS),3,60.39,181.17
97871,968,Hotel AF,Sao Paulo (SP),4,139.1,556.4
97880,969,Hotel AF,Sao Paulo (SP),2,139.1,278.2
97885,969,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98
97887,969,Hotel Z,Aracaju (SE),1,208.04,208.04
97895,969,Hotel BW,Campo Grande (MS),2,60.39,120.78
97899,969,Hotel AU,Recife (PE),2,312.83,625.66
97900,969,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96
97901,969,Hotel AF,Sao Paulo (SP),2,139.1,278.2
97902,969,Hotel BP,Brasilia (DF),2,247.62,495.24
97903,969,Hotel K,Salvador (BH),4,263.41,1053.64
97904,969,Hotel K,Salvador (BH),4,263.41,1053.64
97906,969,Hotel AU,Recife (PE),2,312.83,625.66
97907,969,Hotel AU,Recife (PE),3,312.83,938.49
97908,969,Hotel K,Salvador (BH),2,263.41,526.82
97913,969,Hotel BW,Campo Grande (MS),3,60.39,181.17
97917,969,Hotel AF,Sao Paulo (SP),1,139.1,139.1
97919,969,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98
97922,969,Hotel BD,Natal (RN),2,242.88,485.76
97926,969,Hotel AU,Recife (PE),4,312.83,1251.32
97927,969,Hotel BD,Natal (RN),1,242.88,242.88
97935,970,Hotel Z,Aracaju (SE),2,208.04,416.08
97936,970,Hotel K,Salvador (BH),4,263.41,1053.64
97938,971,Hotel K,Salvador (BH),1,263.41,263.41
97943,971,Hotel AF,Sao Paulo (SP),2,139.1,278.2
97946,971,Hotel BW,Campo Grande (MS),3,60.39,181.17
97950,971,Hotel BW,Campo Grande (MS),3,60.39,181.17
97964,971,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99
97966,971,Hotel BW,Campo Grande (MS),4,60.39,241.56
97970,971,Hotel K,Salvador (BH),3,263.41,790.23
97971,971,Hotel BP,Brasilia (DF),3,247.62,742.86
97975,971,Hotel BP,Brasilia (DF),3,247.62,742.86
97977,971,Hotel K,Salvador (BH),3,263.41,790.23
97979,971,Hotel BD,Natal (RN),1,242.88,242.88
97983,971,Hotel AU,Recife (PE),1,312.83,312.83
97987,971,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97
97991,971,Hotel AF,Sao Paulo (SP),1,139.1,139.1
97998,971,Hotel AU,Recife (PE),2,312.83,625.66
98002,971,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98
98003,971,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98
98004,971,Hotel AF,Sao Paulo (SP),3,139.1,417.3
98007,971,Hotel K,Salvador (BH),4,263.41,1053.64
98008,971,Hotel K,Salvador (BH),2,263.41,526.82
98009,971,Hotel AU,Recife (PE),2,312.83,625.66
98016,971,Hotel BP,Brasilia (DF),3,247.62,742.86
98020,971,Hotel K,Salvador (BH),4,263.41,1053.64
98033,972,Hotel Z,Aracaju (SE),1,208.04,208.04
98036,972,Hotel AU,Recife (PE),4,312.83,1251.32
98041,972,Hotel AF,Sao Paulo (SP),3,139.1,417.3
98044,972,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98
98050,972,Hotel BP,Brasilia (DF),3,247.62,742.86
98055,972,Hotel Z,Aracaju (SE),4,208.04,832.16
98059,972,Hotel AF,Sao Paulo (SP),1,139.1,139.1
98060,972,Hotel AF,Sao Paulo (SP),3,139.1,417.3
98064,972,Hotel BW,Campo Grande (MS),4,60.39,241.56
98066,972,Hotel AF,Sao Paulo (SP),2,139.1,278.2
98072,972,Hotel BP,Brasilia (DF),3,247.62,742.86
98075,972,Hotel BP,Brasilia (DF),1,247.62,247.62
98077,972,Hotel BP,Brasilia (DF),2,247.62,495.24
98079,972,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97
98081,972,Hotel BW,Campo Grande (MS),1,60.39,60.39
98083,972,Hotel Z,Aracaju (SE),1,208.04,208.04
98085,972,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97
98087,972,Hotel BD,Natal (RN),1,242.88,242.88
98089,972,Hotel Z,Aracaju (SE),3,208.04,624.12
98092,972,Hotel BD,Natal (RN),4,242.88,971.52
98094,972,Hotel BP,Brasilia (DF),3,247.62,742.86
98095,972,Hotel Z,Aracaju (SE),2,208.04,416.08
98103,973,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98
98105,973,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98
98109,973,Hotel K,Salvador (BH),2,263.41,526.82
98112,973,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96
98117,973,Hotel BP,Brasilia (DF),4,247.62,990.48
98124,973,Hotel Z,Aracaju (SE),3,208.04,624.12
98126,973,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97
98127,973,Hotel BP,Brasilia (DF),2,247.62,495.24
98129,973,Hotel BD,Natal (RN),3,242.88,728.64
98136,973,Hotel Z,Aracaju (SE),2,208.04,416.08
98137,973,Hotel BD,Natal (RN),1,242.88,242.88
98140,973,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99
98141,973,Hotel K,Salvador (BH),3,263.41,790.23
98143,973,Hotel BD,Natal (RN),1,242.88,242.88
98145,973,Hotel BP,Brasilia (DF),3,247.62,742.86
98146,973,Hotel BP,Brasilia (DF),1,247.62,247.62
98152,973,Hotel BP,Brasilia (DF),4,247.62,990.48
98155,973,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99
98161,973,Hotel BP,Brasilia (DF),1,247.62,247.62
98171,973,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98
98172,973,Hotel K,Salvador (BH),4,263.41,1053.64
98174,973,Hotel K,Salvador (BH),2,263.41,526.82
98175,973,Hotel BP,Brasilia (DF),3,247.62,742.86
98179,973,Hotel Z,Aracaju (SE),1,208.04,208.04
98183,973,Hotel Z,Aracaju (SE),4,208.04,832.16
98187,973,Hotel Z,Aracaju (SE),1,208.04,208.04
98197,973,Hotel Z,Aracaju (SE),4,208.04,832.16
98203,973,Hotel BP,Brasilia (DF),4,247.62,990.48
98204,973,Hotel BW,Campo Grande (MS),3,60.39,181.17
98209,973,Hotel BD,Natal (RN),3,242.88,728.64
98213,973,Hotel BW,Campo Grande (MS),2,60.39,120.78
98216,973,Hotel AU,Recife (PE),3,312.83,938.49
98220,973,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99
98223,973,Hotel K,Salvador (BH),4,263.41,1053.64
98226,973,Hotel AU,Recife (PE),2,312.83,625.66
98227,973,Hotel Z,Aracaju (SE),2,208.04,416.08
98237,973,Hotel BW,Campo Grande (MS),2,60.39,120.78
98242,973,Hotel K,Salvador (BH),4,263.41,1053.64
98245,973,Hotel BP,Brasilia (DF),2,247.62,495.24
98247,973,Hotel BP,Brasilia (DF),4,247.62,990.48
98251,973,Hotel BW,Campo Grande (MS),1,60.39,60.39
98263,973,Hotel BD,Natal (RN),3,242.88,728.64
98279,974,Hotel Z,Aracaju (SE),2,208.04,416.08
98284,974,Hotel BP,Brasilia (DF),4,247.62,990.48
98289,974,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96
98291,974,Hotel BW,Campo Grande (MS),1,60.39,60.39
98294,974,Hotel K,Salvador (BH),2,263.41,526.82
98298,974,Hotel Z,Aracaju (SE),1,208.04,208.04
98299,974,Hotel AF,Sao Paulo (SP),1,139.1,139.1
98300,974,Hotel BW,Campo Grande (MS),2,60.39,120.78
98302,974,Hotel K,Salvador (BH),4,263.41,1053.64
98305,974,Hotel K,Salvador (BH),4,263.41,1053.64
98311,974,Hotel Z,Aracaju (SE),2,208.04,416.08
98313,974,Hotel BP,Brasilia (DF),3,247.62,742.86
98316,974,Hotel Z,Aracaju (SE),2,208.04,416.08
98319,974,Hotel BP,Brasilia (DF),4,247.62,990.48
98321,974,Hotel BW,Campo Grande (MS),3,60.39,181.17
98326,974,Hotel AF,Sao Paulo (SP),4,139.1,556.4
98339,974,Hotel BP,Brasilia (DF),3,247.62,742.86
98340,974,Hotel BP,Brasilia (DF),4,247.62,990.48
98346,974,Hotel AU,Recife (PE),1,312.83,312.83
98350,974,Hotel K,Salvador (BH),1,263.41,263.41
98353,974,Hotel AF,Sao Paulo (SP),4,139.1,556.4
98354,974,Hotel BP,Brasilia (DF),3,247.62,742.86
98357,974,Hotel BP,Brasilia (DF),4,247.62,990.48
98364,974,Hotel Z,Aracaju (SE),1,208.04,208.04
98372,974,Hotel AU,Recife (PE),3,312.83,938.49
98373,974,Hotel BP,Brasilia (DF),3,247.62,742.86
98374,974,Hotel AF,Sao Paulo (SP),3,139.1,417.3
98375,974,Hotel BD,Natal (RN),2,242.88,485.76
98376,974,Hotel AU,Recife (PE),3,312.83,938.49
98377,974,Hotel K,Salvador (BH),3,263.41,790.23
98383,974,Hotel Z,Aracaju (SE),3,208.04,624.12
98389,974,Hotel K,Salvador (BH),1,263.41,263.41
98390,974,Hotel BW,Campo Grande (MS),1,60.39,60.39
98394,975,Hotel Z,Aracaju (SE),1,208.04,208.04
98396,975,Hotel BW,Campo Grande (MS),4,60.39,241.56
98398,975,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97
98403,975,Hotel BW,Campo Grande (MS),4,60.39,241.56
98404,975,Hotel K,Salvador (BH),1,263.41,263.41
98407,975,Hotel BW,Campo Grande (MS),3,60.39,181.17
98408,975,Hotel BD,Natal (RN),2,242.88,485.76
98410,975,Hotel AF,Sao Paulo (SP),2,139.1,278.2
98414,975,Hotel AU,Recife (PE),3,312.83,938.49
98417,975,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96
98419,975,Hotel BW,Campo Grande (MS),2,60.39,120.78
98421,975,Hotel BW,Campo Grande (MS),4,60.39,241.56
98422,975,Hotel BW,Campo Grande (MS),2,60.39,120.78
98428,975,Hotel K,Salvador (BH),3,263.41,790.23
98431,975,Hotel AF,Sao Paulo (SP),3,139.1,417.3
98434,975,Hotel AF,Sao Paulo (SP),4,139.1,556.4
98437,975,Hotel Z,Aracaju (SE),4,208.04,832.16
98440,975,Hotel BW,Campo Grande (MS),3,60.39,181.17
98449,975,Hotel AF,Sao Paulo (SP),4,139.1,556.4
98452,975,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97
98453,975,Hotel BP,Brasilia (DF),3,247.62,742.86
98455,975,Hotel AU,Recife (PE),4,312.83,1251.32
98456,975,Hotel AF,Sao Paulo (SP),1,139.1,139.1
98459,975,Hotel BP,Brasilia (DF),2,247.62,495.24
98463,975,Hotel K,Salvador (BH),4,263.41,1053.64
98465,975,Hotel AF,Sao Paulo (SP),1,139.1,139.1
98472,975,Hotel BW,Campo Grande (MS),3,60.39,181.17
98475,975,Hotel K,Salvador (BH),1,263.41,263.41
98479,975,Hotel AF,Sao Paulo (SP),3,139.1,417.3
98481,975,Hotel AU,Recife (PE),1,312.83,312.83
98484,975,Hotel AU,Recife (PE),4,312.83,1251.32
98485,975,Hotel AU,Recife (PE),4,312.83,1251.32
98486,975,Hotel BW,Campo Grande (MS),1,60.39,60.39
98489,975,Hotel BD,Natal (RN),1,242.88,242.88
98496,975,Hotel AF,Sao Paulo (SP),2,139.1,278.2
98501,975,Hotel AF,Sao Paulo (SP),4,139.1,556.4
98502,975,Hotel BP,Brasilia (DF),2,247.62,495.24
98520,975,Hotel BP,Brasilia (DF),3,247.62,742.86
98524,975,Hotel AU,Recife (PE),2,312.83,625.66
98525,975,Hotel BP,Brasilia (DF),1,247.62,247.62
98533,975,Hotel BD,Natal (RN),3,242.88,728.64
98536,975,Hotel BD,Natal (RN),2,242.88,485.76
98538,975,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98
98548,975,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97
98550,975,Hotel Z,Aracaju (SE),1,208.04,208.04
98551,975,Hotel K,Salvador (BH),4,263.41,1053.64
98552,975,Hotel BD,Natal (RN),3,242.88,728.64
98556,975,Hotel Z,Aracaju (SE),4,208.04,832.16
98557,975,Hotel BD,Natal (RN),3,242.88,728.64
98558,975,Hotel AU,Recife (PE),1,312.83,312.83
98563,975,Hotel AF,Sao Paulo (SP),3,139.1,417.3
98567,975,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96
98569,975,Hotel BD,Natal (RN),2,242.88,485.76
98571,975,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96
98577,976,Hotel K,Salvador (BH),3,263.41,790.23
98593,976,Hotel BD,Natal (RN),1,242.88,242.88
98603,976,Hotel BP,Brasilia (DF),4,247.62,990.48
98604,976,Hotel AF,Sao Paulo (SP),3,139.1,417.3
98605,976,Hotel BP,Brasilia (DF),2,247.62,495.24
98619,976,Hotel AU,Recife (PE),2,312.83,625.66
98620,976,Hotel BW,Campo Grande (MS),1,60.39,60.39
98622,976,Hotel BW,Campo Grande (MS),4,60.39,241.56
98624,977,Hotel K,Salvador (BH),3,263.41,790.23
98626,977,Hotel Z,Aracaju (SE),2,208.04,416.08
98630,977,Hotel BD,Natal (RN),1,242.88,242.88
98634,977,Hotel Z,Aracaju (SE),4,208.04,832.16
98635,977,Hotel Z,Aracaju (SE),1,208.04,208.04
98637,977,Hotel K,Salvador (BH),2,263.41,526.82
98638,977,Hotel AF,Sao Paulo (SP),3,139.1,417.3
98645,977,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99
98646,977,Hotel AF,Sao Paulo (SP),3,139.1,417.3
98650,977,Hotel BD,Natal (RN),2,242.88,485.76
98653,977,Hotel K,Salvador (BH),2,263.41,526.82
98655,977,Hotel BW,Campo Grande (MS),4,60.39,241.56
98657,977,Hotel AU,Recife (PE),4,312.83,1251.32
98658,977,Hotel AU,Recife (PE),3,312.83,938.49
98660,977,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98
98661,977,Hotel BD,Natal (RN),3,242.88,728.64
98662,977,Hotel AF,Sao Paulo (SP),1,139.1,139.1
98665,977,Hotel AF,Sao Paulo (SP),1,139.1,139.1
98666,977,Hotel K,Salvador (BH),1,263.41,263.41
98674,977,Hotel BW,Campo Grande (MS),2,60.39,120.78
98675,977,Hotel Z,Aracaju (SE),3,208.04,624.12
98679,977,Hotel AU,Recife (PE),1,312.83,312.83
98682,977,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97
98683,977,Hotel BP,Brasilia (DF),4,247.62,990.48
98684,977,Hotel Z,Aracaju (SE),1,208.04,208.04
98688,977,Hotel AF,Sao Paulo (SP),3,139.1,417.3
98689,977,Hotel AF,Sao Paulo (SP),3,139.1,417.3
98691,977,Hotel Z,Aracaju (SE),3,208.04,624.12
98693,977,Hotel AF,Sao Paulo (SP),4,139.1,556.4
98695,977,Hotel Z,Aracaju (SE),4,208.04,832.16
98699,977,Hotel Z,Aracaju (SE),2,208.04,416.08
98701,977,Hotel K,Salvador (BH),4,263.41,1053.64
98703,977,Hotel BD,Natal (RN),3,242.88,728.64
98706,977,Hotel BP,Brasilia (DF),2,247.62,495.24
98707,977,Hotel Z,Aracaju (SE),1,208.04,208.04
98712,977,Hotel BP,Brasilia (DF),2,247.62,495.24
98713,977,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99
98714,977,Hotel BW,Campo Grande (MS),1,60.39,60.39
98715,977,Hotel Z,Aracaju (SE),2,208.04,416.08
98717,977,Hotel BP,Brasilia (DF),3,247.62,742.86
98719,977,Hotel BW,Campo Grande (MS),1,60.39,60.39
98725,977,Hotel AU,Recife (PE),2,312.83,625.66
98729,977,Hotel BD,Natal (RN),4,242.88,971.52
98731,977,Hotel AU,Recife (PE),2,312.83,625.66
98737,977,Hotel AU,Recife (PE),2,312.83,625.66
98739,977,Hotel AU,Recife (PE),3,312.83,938.49
98740,977,Hotel K,Salvador (BH),3,263.41,790.23
98741,977,Hotel K,Salvador (BH),2,263.41,526.82
98743,977,Hotel K,Salvador (BH),4,263.41,1053.64
98744,977,Hotel Z,Aracaju (SE),4,208.04,832.16
98748,977,Hotel AF,Sao Paulo (SP),3,139.1,417.3
98750,977,Hotel AF,Sao Paulo (SP),2,139.1,278.2
98751,977,Hotel AU,Recife (PE),1,312.83,312.83
98755,977,Hotel BD,Natal (RN),2,242.88,485.76
98759,977,Hotel BD,Natal (RN),2,242.88,485.76
98760,977,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99
98762,977,Hotel AU,Recife (PE),1,312.83,312.83
98765,977,Hotel BW,Campo Grande (MS),2,60.39,120.78
98766,977,Hotel BD,Natal (RN),1,242.88,242.88
98767,977,Hotel BP,Brasilia (DF),1,247.62,247.62
98769,977,Hotel BP,Brasilia (DF),2,247.62,495.24
98772,977,Hotel AF,Sao Paulo (SP),4,139.1,556.4
98777,977,Hotel BP,Brasilia (DF),1,247.62,247.62
98781,977,Hotel BD,Natal (RN),2,242.88,485.76
98782,977,Hotel K,Salvador (BH),3,263.41,790.23
98788,978,Hotel BD,Natal (RN),2,242.88,485.76
98792,978,Hotel AU,Recife (PE),1,312.83,312.83
98794,978,Hotel BW,Campo Grande (MS),3,60.39,181.17
98801,978,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99
98811,978,Hotel Z,Aracaju (SE),3,208.04,624.12
98812,978,Hotel BW,Campo Grande (MS),4,60.39,241.56
98815,978,Hotel BP,Brasilia (DF),1,247.62,247.62
98817,978,Hotel BP,Brasilia (DF),4,247.62,990.48
98818,978,Hotel AU,Recife (PE),3,312.83,938.49
98819,978,Hotel K,Salvador (BH),4,263.41,1053.64
98822,978,Hotel BD,Natal (RN),4,242.88,971.52
98824,978,Hotel AF,Sao Paulo (SP),1,139.1,139.1
98825,978,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96
98828,978,Hotel AF,Sao Paulo (SP),1,139.1,139.1
98833,978,Hotel Z,Aracaju (SE),1,208.04,208.04
98834,978,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98
98835,978,Hotel Z,Aracaju (SE),4,208.04,832.16
98837,979,Hotel BD,Natal (RN),1,242.88,242.88
98840,979,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99
98841,979,Hotel AU,Recife (PE),2,312.83,625.66
98842,979,Hotel K,Salvador (BH),1,263.41,263.41
98849,979,Hotel AF,Sao Paulo (SP),4,139.1,556.4
98857,979,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97
98869,979,Hotel BD,Natal (RN),3,242.88,728.64
98870,979,Hotel BW,Campo Grande (MS),1,60.39,60.39
98872,979,Hotel BW,Campo Grande (MS),2,60.39,120.78
98875,979,Hotel BW,Campo Grande (MS),4,60.39,241.56
98878,979,Hotel K,Salvador (BH),1,263.41,263.41
98886,979,Hotel AU,Recife (PE),1,312.83,312.83
98889,979,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97
98894,980,Hotel BD,Natal (RN),2,242.88,485.76
98900,980,Hotel AF,Sao Paulo (SP),2,139.1,278.2
98903,980,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98
98910,980,Hotel AU,Recife (PE),4,312.83,1251.32
98911,980,Hotel BW,Campo Grande (MS),2,60.39,120.78
98917,980,Hotel AU,Recife (PE),4,312.83,1251.32
98920,980,Hotel Z,Aracaju (SE),3,208.04,624.12
98924,980,Hotel BD,Natal (RN),3,242.88,728.64
98935,980,Hotel Z,Aracaju (SE),4,208.04,832.16
98936,980,Hotel Z,Aracaju (SE),3,208.04,624.12
98938,980,Hotel Z,Aracaju (SE),2,208.04,416.08
98941,980,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99
98942,980,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98
98949,980,Hotel AF,Sao Paulo (SP),2,139.1,278.2
98957,980,Hotel K,Salvador (BH),3,263.41,790.23
98961,980,Hotel K,Salvador (BH),3,263.41,790.23
98962,980,Hotel BW,Campo Grande (MS),1,60.39,60.39
98964,980,Hotel BP,Brasilia (DF),2,247.62,495.24
98966,980,Hotel AU,Recife (PE),3,312.83,938.49
98968,980,Hotel BP,Brasilia (DF),1,247.62,247.62
98969,980,Hotel AF,Sao Paulo (SP),2,139.1,278.2
98972,980,Hotel BW,Campo Grande (MS),2,60.39,120.78
98973,980,Hotel BW,Campo Grande (MS),2,60.39,120.78
98976,980,Hotel BP,Brasilia (DF),1,247.62,247.62
98983,980,Hotel BD,Natal (RN),1,242.88,242.88
98989,980,Hotel BD,Natal (RN),4,242.88,971.52
98992,980,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99
99002,981,Hotel Z,Aracaju (SE),2,208.04,416.08
99003,981,Hotel Z,Aracaju (SE),2,208.04,416.08
99005,981,Hotel Z,Aracaju (SE),3,208.04,624.12
99008,981,Hotel K,Salvador (BH),1,263.41,263.41
99013,981,Hotel AF,Sao Paulo (SP),4,139.1,556.4
99023,981,Hotel K,Salvador (BH),2,263.41,526.82
99025,981,Hotel BD,Natal (RN),2,242.88,485.76
99027,981,Hotel K,Salvador (BH),2,263.41,526.82
99032,981,Hotel BD,Natal (RN),2,242.88,485.76
99034,981,Hotel K,Salvador (BH),3,263.41,790.23
99043,981,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99
99045,981,Hotel BD,Natal (RN),1,242.88,242.88
99048,981,Hotel AU,Recife (PE),3,312.83,938.49
99052,981,Hotel BP,Brasilia (DF),1,247.62,247.62
99054,981,Hotel BD,Natal (RN),2,242.88,485.76
99064,981,Hotel K,Salvador (BH),1,263.41,263.41
99069,981,Hotel BW,Campo Grande (MS),1,60.39,60.39
99075,981,Hotel BD,Natal (RN),1,242.88,242.88
99096,981,Hotel AF,Sao Paulo (SP),2,139.1,278.2
99097,981,Hotel AU,Recife (PE),4,312.83,1251.32
99099,981,Hotel AU,Recife (PE),3,312.83,938.49
99101,981,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98
99107,981,Hotel K,Salvador (BH),1,263.41,263.41
99108,981,Hotel BP,Brasilia (DF),2,247.62,495.24
99111,981,Hotel Z,Aracaju (SE),3,208.04,624.12
99115,981,Hotel BW,Campo Grande (MS),2,60.39,120.78
99119,981,Hotel K,Salvador (BH),1,263.41,263.41
99125,981,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99
99126,981,Hotel BW,Campo Grande (MS),4,60.39,241.56
99127,981,Hotel K,Salvador (BH),2,263.41,526.82
99129,981,Hotel AF,Sao Paulo (SP),2,139.1,278.2
99132,981,Hotel Z,Aracaju (SE),3,208.04,624.12
99133,981,Hotel BW,Campo Grande (MS),2,60.39,120.78
99134,981,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99
99135,981,Hotel AF,Sao Paulo (SP),1,139.1,139.1
99139,981,Hotel AF,Sao Paulo (SP),3,139.1,417.3
99152,981,Hotel K,Salvador (BH),4,263.41,1053.64
99153,981,Hotel Z,Aracaju (SE),3,208.04,624.12
99156,981,Hotel BD,Natal (RN),2,242.88,485.76
99162,981,Hotel AU,Recife (PE),4,312.83,1251.32
99165,981,Hotel Z,Aracaju (SE),1,208.04,208.04
99171,982,Hotel BW,Campo Grande (MS),2,60.39,120.78
99173,982,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96
99177,982,Hotel AF,Sao Paulo (SP),3,139.1,417.3
99183,982,Hotel AU,Recife (PE),4,312.83,1251.32
99184,982,Hotel Z,Aracaju (SE),1,208.04,208.04
99186,982,Hotel BW,Campo Grande (MS),3,60.39,181.17
99191,982,Hotel BP,Brasilia (DF),2,247.62,495.24
99193,982,Hotel AF,Sao Paulo (SP),4,139.1,556.4
99194,982,Hotel BW,Campo Grande (MS),2,60.39,120.78
99195,982,Hotel AU,Recife (PE),4,312.83,1251.32
99196,982,Hotel Z,Aracaju (SE),3,208.04,624.12
99197,982,Hotel Z,Aracaju (SE),1,208.04,208.04
99200,982,Hotel AU,Recife (PE),2,312.83,625.66
99205,982,Hotel BD,Natal (RN),4,242.88,971.52
99206,982,Hotel AU,Recife (PE),2,312.83,625.66
99207,982,Hotel AU,Recife (PE),3,312.83,938.49
99208,982,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96
99210,982,Hotel BW,Campo Grande (MS),2,60.39,120.78
99211,982,Hotel BW,Campo Grande (MS),4,60.39,241.56
99217,982,Hotel BD,Natal (RN),3,242.88,728.64
99218,982,Hotel AF,Sao Paulo (SP),2,139.1,278.2
99222,982,Hotel AF,Sao Paulo (SP),4,139.1,556.4
99225,984,Hotel BP,Brasilia (DF),3,247.62,742.86
99234,984,Hotel K,Salvador (BH),4,263.41,1053.64
99235,984,Hotel AU,Recife (PE),2,312.83,625.66
99237,984,Hotel K,Salvador (BH),2,263.41,526.82
99241,984,Hotel K,Salvador (BH),3,263.41,790.23
99252,984,Hotel AF,Sao Paulo (SP),2,139.1,278.2
99255,984,Hotel BP,Brasilia (DF),3,247.62,742.86
99258,984,Hotel BD,Natal (RN),4,242.88,971.52
99270,984,Hotel AF,Sao Paulo (SP),1,139.1,139.1
99271,984,Hotel BP,Brasilia (DF),1,247.62,247.62
99276,984,Hotel AU,Recife (PE),4,312.83,1251.32
99278,984,Hotel AU,Recife (PE),4,312.83,1251.32
99279,984,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98
99281,984,Hotel BW,Campo Grande (MS),3,60.39,181.17
99286,984,Hotel Z,Aracaju (SE),4,208.04,832.16
99289,984,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99
99290,984,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96
99294,984,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99
99297,984,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96
99305,984,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98
99307,984,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96
99309,984,Hotel AF,Sao Paulo (SP),3,139.1,417.3
99312,984,Hotel Z,Aracaju (SE),3,208.04,624.12
99315,984,Hotel BW,Campo Grande (MS),3,60.39,181.17
99316,984,Hotel AU,Recife (PE),2,312.83,625.66
99324,984,Hotel AF,Sao Paulo (SP),1,139.1,139.1
99325,984,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98
99326,984,Hotel AU,Recife (PE),2,312.83,625.66
